name,url,is_member,promoted,price_tier,review_count,overall,food,service,ambience,value,noise,pct_recommended,neighborhood,cuisines,dining_style,dress_code,chef,tags,primary_cuisine,sanitizing,distancing,ppe,screening,newly_added,precautions,any_precautions,earliest,days,reviews_per_day,7/19/2021,7/20/2021,2021-07-21,2021-07-22,2021-07-23,avg_bookings
Michael's Restaurant,https://www.opentable.com/r/michaels-restaurant-astoria-2,1,False,1,0,,,,,,,,Astoria,"Greek, Italian, American",Casual Dining,Casual Dress,Angelo Georgis,"Beer, Cocktails, Delivery, Full Bar, Non-Smoking, Outdoor dining, Takeout, Weekend Brunch, Wine",Greek,1,1,1,1,True,4,True,,,0.0,0.0,0.0,,,,0.0
Brazilian Grill,https://www.opentable.com/r/brazilian-grill-queens,1,False,1,28,4.5,4.4,4.3,4.4,4.2,Energetic,84.0,Fresh Meadows,Brazilian Steakhouse,Casual Dining,Business Casual,,,Brazilian Steakhouse,0,0,0,0,True,0,False,4/14/2021,102.0,0.2745098039215686,11.0,10.0,10.0,7.0,7.0,9.0
Kampai Hibachi,https://www.opentable.com/r/kampai-hibachi-queens,1,False,1,5,4.2,4.4,3.9,4.1,3.9,Moderate,60.0,Fresh Meadows,Hibachi,Casual Dining,Business Casual,,,Hibachi,0,0,0,0,True,0,False,5/5/2021,81.0,0.0617283950617283,2.0,1.0,2.0,1.0,0.0,1.2
Maiella - LIC,https://www.opentable.com/r/maiella-lic-long-island-city-2,1,False,3,1748,4.5,4.5,4.6,4.6,4.1,Moderate,82.0,Long Island City,Italian,Casual Elegant,Smart Casual,Giueseppe Agostino,"Banquet, Bar/Lounge, Beer, BYO Wine, Cocktails, Corkage Fee, Counter Seating, Full Bar, Happy Hour, Late Night, Outdoor dining, Private Room, Takeout, View, Weekend Brunch, Wheelchair Access, Wine",Italian,1,1,1,1,True,4,True,6/9/2015,2238.0,0.7810545129579982,23.0,21.0,29.0,27.0,20.0,24.0
Abba's Italian Steaks and Chops,https://www.opentable.com/r/abbas-italian-steaks-and-chops-howard-beach,1,False,1,28,4.3,4.3,4.6,3.8,4.0,Moderate,88.0,Queens,"Italian, Steak, Seafood",Fine Dining,Business Casual,,"Beer, Cocktails, Delivery, Full Bar, Takeout, Wine",Italian,1,1,1,1,False,4,True,10/24/2020,274.0,0.1021897810218978,0.0,0.0,,,,0.0
Chingri,https://www.opentable.com/r/chingri-restaurant-astoria,1,False,1,1,4.5,4.6,4.6,4.4,4.2,Moderate,100.0,Astoria,"Asian, Halal, Thai",Casual Dining,Casual Dress,,"Non-Smoking, Takeout, Wheelchair Access",Asian,1,1,1,1,False,4,True,3/27/2021,120.0,0.0083333333333333,2.0,1.0,1.0,2.0,3.0,1.8
Dive Bar LIC,https://www.opentable.com/r/dive-bar-lic-long-island-city,1,False,2,30,4.7,4.5,4.4,4.7,4.5,Moderate,94.0,Long Island City,"American, Bar / Lounge / Bottle Service, Sports Bar",Casual Dining,Casual Dress,Nicholas Hyde,"Bar/Lounge, Beer, Cocktails, Delivery, Entertainment, Full Bar, Happy Hour, Late Night, Non-Smoking, Outdoor dining, Takeout, Weekend Brunch, Wheelchair Access, Wine",American,1,1,1,1,False,4,True,10/3/2020,295.0,0.1016949152542373,2.0,2.0,2.0,3.0,5.0,2.8
"Antun's The Restaurant, an American Bistro",https://www.opentable.com/r/antuns-the-restaurant-an-american-bistro-queens-village,1,False,2,38,4.8,4.7,4.7,4.8,4.7,Moderate,100.0,Queens Village,"Contemporary American, Bistro, Caribbean",Casual Elegant,Smart Casual,,"Banquet, Beer, Cocktails, Fireplace, Full Bar, Gluten-free Menu, Non-Smoking, Patio/Outdoor Dining, Private Room, Takeout, Wheelchair Access, Wine",Contemporary American,1,1,1,1,False,4,True,7/9/2020,381.0,0.0997375328083989,0.0,0.0,,,,0.0
Bocconcini Restaurant,https://www.opentable.com/r/bocconcini-restaurant-little-neck,1,False,1,0,,,,,,,,Queens,"Italian, Pizzeria",Casual Dining,Casual Dress,,"Full Bar, Non-Smoking, Takeout",Italian,0,0,0,0,False,0,False,,,0.0,0.0,0.0,,,,0.0
Senso Unico Restaurant,https://www.opentable.com/r/senso-unico-restaurant-sunnyside,1,False,1,1,5.0,5.0,5.0,5.0,5.0,Quiet,100.0,Sunnyside,Italian,Casual Dining,Casual Dress,Vincenzo Garofalo,"Bar/Lounge, Beer, Cocktails, Delivery, Full Bar, Gender Neutral Restroom, Gluten-free Menu, Happy Hour, Outdoor dining, Outdoor Smoking Area, Patio/Outdoor Dining, Takeout, Weekend Brunch, Wheelchair Access, Wine",Italian,0,0,0,0,False,0,False,3/13/2020,499.0,0.002004008016032,0.0,0.0,0.0,2.0,1.0,0.6
R40,https://www.opentable.com/r/r40-long-island-city,1,False,1,150,4.7,4.8,4.6,4.8,4.4,Moderate,94.0,Long Island City,Argentinean,Casual Dining,Casual Dress,Giovanni Porto,"Bar/Lounge, Beer, Cocktails, Full Bar, Non-Smoking, Outdoor dining, Patio/Outdoor Dining, Wheelchair Access, Wine",Argentinean,1,1,1,1,False,4,True,2/14/2020,527.0,0.2846299810246679,13.0,14.0,21.0,29.0,20.0,19.4
Papa's Kitchen,https://www.opentable.com/r/papas-kitchen-jackson-heights,1,False,1,0,,,,,,Quiet,,Jackson Heights,Filipino,Casual Dining,Casual Dress,,,Filipino,0,0,0,0,False,0,False,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
American Brass,https://www.opentable.com/r/american-brass-long-island-city,1,False,3,115,4.6,4.6,4.5,4.6,4.1,Moderate,89.0,Long Island City,"Contemporary American, American, French American",Casual Dining,Smart Casual,Kevin McGinley ,"Bar/Lounge, Beer, Cocktails, Corkage Fee, Delivery, Full Bar, Happy Hour, Non-Smoking, Outdoor dining, Patio/Outdoor Dining, Private Room, Takeout, View, Weekend Brunch, Wheelchair Access, Wine",Contemporary American,1,1,1,1,False,4,True,3/13/2020,499.0,0.2304609218436873,30.0,15.0,24.0,20.0,45.0,26.8
Fusion Kebab House,https://www.opentable.com/r/fusion-kebab-house-long-island-city,1,False,1,0,,,,,,,,Long Island City,Indian,Casual Dining,Casual Dress,,"Late Night, Non-Smoking, Takeout, Wheelchair Access",Indian,0,0,0,0,False,0,False,,,0.0,0.0,0.0,,,,0.0
Mansion Supper Club,https://www.opentable.com/r/mansion-supper-club-astoria,1,False,1,32,4.5,4.1,4.5,4.6,4.3,Moderate,91.0,Woodside,"Latin American, Tapas / Small Plates",Casual Dining,Smart Casual,,"Bar/Lounge, Beer, Cocktails, Dancing, Entertainment, Full Bar, Happy Hour, Late Night, Outdoor dining, Patio/Outdoor Dining, Private Room, Takeout, Weekend Brunch, Wheelchair Access, Wine",Latin American,1,1,1,1,False,4,True,1/17/2020,555.0,0.0576576576576576,3.0,3.0,3.0,5.0,6.0,4.0
Rice K,https://www.opentable.com/r/rice-k-astoria,1,False,1,0,,,,,,,,Astoria,"Asian, Chinese, Fusion / Eclectic",Casual Dining,Business Casual,Kyle Teng,,Asian,0,0,0,0,False,0,False,,,0.0,0.0,0.0,,,,0.0
Bareburger - Astoria,https://www.opentable.com/r/bareburger-astoria-3,1,False,1,3,4.0,4.4,3.6,3.4,3.0,Quiet,,Astoria,"Burgers, American",Casual Dining,Formal Attire,,"Beer, Cocktails, Counter Seating, Delivery, Full Bar, Gender Neutral Restroom, Gluten-free Menu, Happy Hour, Non-Smoking, Outdoor dining, Patio/Outdoor Dining, Takeout, View, Weekend Brunch, Wine",Burgers,0,0,0,0,False,0,False,1/8/2020,564.0,0.0053191489361702,0.0,0.0,,0.0,,0.0
Bareburger - Forest Hills,https://www.opentable.com/r/bareburger-forest-hills,1,False,1,2,4.3,4.4,4.4,4.0,4.4,Moderate,100.0,Queens,"Burgers, American",Casual Dining,Business Casual,,Delivery,Burgers,0,0,0,0,False,0,False,11/6/2019,627.0,0.0031897926634768,0.0,0.0,1.0,0.0,0.0,0.2
Patrizia's of Maspeth,https://www.opentable.com/r/patrizias-of-maspeth,1,False,2,39,4.7,4.9,5.0,4.6,4.8,Moderate,100.0,Queens,Italian,Casual Dining,Business Casual,,"Beer, Cocktails, Full Bar, Late Night, Non-Smoking, Takeout, Wheelchair Access, Wine",Italian,0,0,0,0,False,0,False,8/17/2019,708.0,0.0550847457627118,1.0,2.0,0.0,1.0,0.0,0.8
Bourbon Street,https://www.opentable.com/bourbon-street-bayside,1,False,1,432,4.1,4.1,4.2,3.9,4.2,Moderate,91.0,Bayside,"Cajun, American, Seafood",Casual Dining,Casual Dress,Chef Frank Lynch,"Banquet, Bar/Lounge, Beer, Cafe, Cigar Room, Cocktails, Dancing, Delivery, Entertainment, Fireplace, Full Bar, Gender Neutral Restroom, Happy Hour, Late Night, Outdoor dining, Outdoor Smoking Area, Patio/Outdoor Dining, Private Room, Takeout, View, Weekend Brunch, Wheelchair Access, Wine",Cajun,0,0,0,0,False,0,False,3/12/2011,3788.0,0.1140443505807814,0.0,0.0,,,,0.0
Luzzo's LIC Napoletana Pizza & Wine Bar,https://www.opentable.com/r/luzzos-lic-napoletana-pizza-and-wine-bar-long-island-city,1,False,1,11,4.6,4.6,4.5,4.5,4.4,Quiet,86.0,Long Island City,"Pizza Bar, Pizzeria, Italian",Casual Dining,Casual Dress,,,Pizza Bar,0,0,0,0,False,0,False,6/23/2019,763.0,0.0144167758846657,1.0,1.0,2.0,,1.0,1.25
Boteko NYC,https://www.opentable.com/r/boteko-nyc-astoria,1,False,1,2,3.3,3.3,2.7,3.3,2.0,Moderate,50.0,Astoria,Tapas / Small Plates,Casual Dining,Business Casual,,,Tapas / Small Plates,0,0,0,0,False,0,False,6/27/2019,759.0,0.0026350461133069,0.0,0.0,,,,0.0
Mojo Restaurant,https://www.opentable.com/r/mojo-restaurant-forest-hills,1,False,2,224,4.6,4.6,4.6,4.6,4.5,Moderate,98.0,Forest Hills,"Latin American, Tapas / Small Plates, Latin / Spanish",Casual Dining,Casual Dress,Emmanuel Piqueras,"Banquet, Bar/Lounge, Beer, Cocktails, Corkage Fee, Delivery, Entertainment, Full Bar, Gender Neutral Restroom, Gluten-free Menu, Happy Hour, Late Night, Non-Smoking, Outdoor dining, Private Room, Takeout, Weekend Brunch, Wheelchair Access, Wine",Latin American,0,0,1,1,False,2,True,6/6/2019,780.0,0.2871794871794871,24.0,25.0,38.0,39.0,45.0,34.2
Mamá Pio,https://www.opentable.com/r/mama-pio-maspeth,1,False,1,2,4.5,5.0,5.0,4.5,5.0,Moderate,,Queens,"Peruvian, South American",Casual Dining,Business Casual,Katherine Aceituno,"Counter Seating, Dancing, Delivery, Entertainment, Gluten-free Menu, Takeout, Weekend Brunch",Peruvian,0,0,0,0,False,0,False,6/16/2019,770.0,0.0025974025974025,0.0,0.0,0.0,0.0,0.0,0.0
Arcadia Bar & Kitchen,https://www.opentable.com/r/arcadia-bar-and-kitchen-astora,1,False,2,8,4.6,4.8,4.9,4.9,4.9,Quiet,100.0,Astoria,American,Casual Dining,Casual Dress,,"Bar/Lounge, Beer, Cocktails, Delivery, Entertainment, Full Bar, Happy Hour, Late Night, Non-Smoking, Outdoor dining, Patio/Outdoor Dining, Takeout, Weekend Brunch, Wheelchair Access, Wine",American,1,1,1,1,False,4,True,6/2/2019,784.0,0.010204081632653,1.0,0.0,1.0,1.0,6.0,1.8
Hangar Astoria,https://www.opentable.com/r/hangar-astoria,1,False,2,3,4.2,4.4,3.9,4.4,4.1,Energetic,60.0,Astoria,"Tapas / Small Plates, Contemporary American, Bar / Lounge / Bottle Service",Casual Dining,Casual Dress,,"Bar/Lounge, Beer, Cocktails, Entertainment, Full Bar, Happy Hour, Late Night, Weekend Brunch, Wine",Tapas / Small Plates,0,0,0,0,False,0,False,8/25/2019,700.0,0.0042857142857142,0.0,0.0,0.0,0.0,0.0,0.0
Bamboo Ya,https://www.opentable.com/r/bamboo-ya-forest-hills,1,False,2,8,4.6,4.5,4.6,4.4,4.4,Quiet,100.0,Forest Hills,"Sushi, Japanese Speciality, Asian",Casual Dining,Casual Dress,,"Bar Dining, Bar/Lounge, Beer, Cocktails, Counter Seating, Full Bar, Gluten-free Menu, Happy Hour, Non-Smoking, Wine",Sushi,0,0,0,0,False,0,False,2/22/2019,884.0,0.0090497737556561,0.0,0.0,0.0,0.0,0.0,0.0
Brothers Taverna,https://www.opentable.com/r/brothers-taverna-astoria,1,False,1,4,4.4,4.4,4.4,4.1,4.2,Moderate,67.0,Astoria,"Mediterranean, Greek",Casual Dining,Casual Dress,,"Bar/Lounge, Beer, Cafe, Cocktails, Dancing, Delivery, Entertainment, Full Bar, Gluten-free Menu, Happy Hour, Outdoor Smoking Area, Private Room, Takeout, Weekend Brunch, Wheelchair Access, Wine",Mediterranean,0,0,0,0,False,0,False,9/1/2019,693.0,0.0057720057720057,0.0,0.0,0.0,0.0,0.0,0.0
Skinny's Cantina - LIC,https://www.opentable.com/r/skinnys-cantina-lic-long-island-city,1,False,1,49,4.3,4.3,4.3,4.3,4.2,Moderate,82.0,Long Island City,Contemporary Mexican,Casual Dining,Resort Casual,,"Beer, Cocktails, Delivery, Entertainment, Full Bar, Gender Neutral Restroom, Gluten-free Menu, Happy Hour, Non-Smoking, Outdoor dining, Patio/Outdoor Dining, Takeout, View, Weekend Brunch, Wheelchair Access, Wine",Contemporary Mexican,0,0,0,0,False,0,False,1/26/2019,911.0,0.0537870472008781,1.0,1.0,2.0,6.0,4.0,2.8
Rimtin Mediterranean Restaurant,https://www.opentable.com/r/rimtin-mediterranean-restaurant-forest-hills,1,False,1,26,4.3,4.4,4.3,4.2,4.2,Moderate,93.0,Forest Hills,"Mediterranean, Turkish, Greek",Casual Dining,Casual Dress,,"Beer, BYO Liquor, Non-Smoking, Wheelchair Access, Wine",Mediterranean,0,0,0,0,False,0,False,11/17/2018,981.0,0.0265035677879714,0.0,0.0,0.0,0.0,0.0,0.0
Levante,https://www.opentable.com/r/levante-long-island-city,1,False,1,151,4.7,4.7,4.4,4.6,4.4,Moderate,82.0,Long Island City,"Italian, Pizzeria, Cocktail Bar",Casual Elegant,Casual Dress,Marco Incerti,"Bar/Lounge, Beer, Cocktails, Corkage Fee, Counter Seating, Delivery, Full Bar, Gender Neutral Restroom, Gluten-free Menu, Happy Hour, Non-Smoking, Outdoor dining, Patio/Outdoor Dining, Private Room, Takeout, Weekend Brunch, Wheelchair Access, Wine",Italian,1,0,1,1,False,3,True,6/7/2018,1144.0,0.131993006993007,6.0,8.0,12.0,9.0,10.0,9.0
Tikka Indian Grill - Astoria,https://www.opentable.com/r/tikka-indian-grill-astoria,1,False,2,1,4.7,4.7,4.7,4.3,4.5,Quiet,100.0,Kew Gardens,Indian,Casual Dining,Casual Dress,,"BYO Liquor, BYO Wine",Indian,0,0,0,0,False,0,False,4/1/2018,1211.0,0.0008257638315441,0.0,0.0,0.0,0.0,0.0,0.0
Tikka Indian Grill-Kew Gardens,https://www.opentable.com/r/tikka-indian-grill-kew-gardens,1,False,2,7,4.8,4.9,4.8,4.4,4.7,Moderate,100.0,Kew Gardens,Indian,Casual Dining,Casual Dress,,"BYO Liquor, BYO Wine",Indian,0,0,0,0,False,0,False,4/21/2018,1191.0,0.0058774139378673,0.0,0.0,,,,0.0
El Mero Mero,https://www.opentable.com/r/el-mero-mero-astoria,1,False,1,18,4.7,4.7,4.6,4.4,4.6,Moderate,95.0,Long Island City,Mexican,Casual Dining,Casual Dress,,"Beer, Cocktails, Delivery, Full Bar, Non-Smoking, Takeout, Wheelchair Access, Wine",Mexican,0,0,0,0,False,0,False,1/19/2018,1283.0,0.0140296180826188,0.0,0.0,0.0,0.0,0.0,0.0
Bean's & Lager,https://www.opentable.com/r/beans-and-lager-astoria,1,False,1,22,4.4,4.4,4.5,4.5,4.6,Moderate,87.0,Astoria,"Comfort Food, American, Mediterranean",Casual Dining,Casual Dress,,"Bar/Lounge, Beer, Cafe, Cocktails, Counter Seating, Dancing, Delivery, Entertainment, Full Bar, Gluten-free Menu, Happy Hour, Non-Smoking, Outdoor dining, Takeout, View, Weekend Brunch, Wheelchair Access, Wine",Comfort Food,0,0,0,0,False,0,False,4/20/2018,1192.0,0.0184563758389261,0.0,0.0,,,,0.0
Awang Kitchen,https://www.opentable.com/r/awang-kitchen-elmhurst,1,False,1,11,4.7,4.7,4.6,4.2,4.7,Moderate,100.0,Queens,"Indonesian, Asian, Sushi",Casual Dining,Smart Casual,,"BYO Wine, Corkage Fee, Delivery, Non-Smoking, Takeout, Wheelchair Access",Indonesian,0,0,0,0,False,0,False,5/12/2018,1170.0,0.0094017094017094,0.0,0.0,0.0,0.0,0.0,0.0
A Churrasqueira Restaurant & Bar,https://www.opentable.com/r/a-churrasqueira-restaurant-and-bar-jamaica,1,False,1,0,,,,,,,,Kew Gardens,Portuguese,Casual Dining,Business Casual,,"Beer, Cocktails, Delivery, Entertainment, Full Bar, Happy Hour, Outdoor Smoking Area, Takeout, Wheelchair Access, Wine",Portuguese,0,0,0,0,False,0,False,4/21/2018,1191.0,0.0,0.0,0.0,,,,0.0
The Trestle,https://www.opentable.com/r/the-trestle-astoria,1,False,1,5,4.6,4.0,4.6,4.6,4.1,Moderate,100.0,Astoria,"Contemporary American, American, Comfort Food",Casual Dining,Casual Dress,,"Bar Dining, Bar/Lounge, Beer, Cocktails, Farm to Table, Gluten-free Menu, High Tea, Late Night, Outdoor dining, Patio/Outdoor Dining, Takeout, Weekend Brunch, Wine",Contemporary American,0,0,0,0,False,0,False,11/5/2017,1358.0,0.003681885125184,0.0,0.0,,,,0.0
"Gyu-Kaku - Flushing, NY",https://www.opentable.com/r/gyu-kaku-flushing,1,False,1,518,4.9,4.9,4.9,4.8,4.7,Moderate,94.0,Flushing,"Japanese, Barbecue",Casual Dining,Business Casual,,"Beer, Cocktails, Full Bar, Gluten-free Menu, Non-Smoking",Japanese,0,0,0,0,False,0,False,7/22/2017,1464.0,0.3538251366120218,45.0,56.0,66.0,64.0,62.0,58.6
Bareburger,https://www.opentable.com/r/bareburger-long-island-city-2,1,False,1,1,4.8,4.8,4.8,4.6,4.4,Quiet,,Long Island City,"Burgers, American",Casual Dining,Business Casual,,"Beer, Cocktails, Delivery, Entertainment, Gender Neutral Restroom, Gluten-free Menu, Happy Hour, Late Night, Non-Smoking, Outdoor dining, Takeout, Weekend Brunch, Wheelchair Access, Wine",Burgers,0,0,0,0,False,0,False,1/17/2020,555.0,0.0018018018018018,0.0,0.0,,,,0.0
Tantra Lounge,https://www.opentable.com/r/tantra-lounge-astoria,1,False,2,4,4.7,4.3,4.8,4.8,4.2,Energetic,100.0,Astoria,"Contemporary Latin, Asian, Mexican",Casual Dining,Smart Casual,Gonzalo Colin,"Banquet, Bar/Lounge, Beer, Cocktails, Delivery, Entertainment, Full Bar, Gluten-free Menu, Happy Hour, Late Night, Non-Smoking, Private Room, Takeout, Wheelchair Access, Wine",Contemporary Latin,1,1,1,1,False,4,True,5/22/2021,64.0,0.0625,2.0,0.0,3.0,2.0,7.0,2.8
Lunera Modern Mexican,https://www.opentable.com/r/lunera-modern-mexican-astoria,1,False,1,7,4.1,4.2,3.8,4.1,3.8,Moderate,100.0,Astoria,"Mexican, Contemporary Mexican, Latin / Spanish",Casual Dining,Casual Dress,Jorge Ignacio Sanchez,"Bar Dining, Bar/Lounge, Beer, Beer Garden, Cafe, Cocktails, Dancing, Full Bar, Happy Hour, Late Night, Outdoor dining, Weekend Brunch, Wine",Mexican,0,0,0,0,False,0,False,8/25/2017,1430.0,0.0048951048951048,0.0,0.0,0.0,0.0,0.0,0.0
Kalamaki GR,https://www.opentable.com/r/kalamaki-gr-flushing,1,False,1,16,4.4,4.4,4.4,4.1,4.4,Moderate,88.0,Flushing,"Greek, Grill, Mediterranean",Casual Dining,Casual Dress,,Gluten-free Menu,Greek,0,0,0,0,False,0,False,5/18/2017,1529.0,0.0104643557880967,0.0,0.0,,,,0.0
Bareburger - Ditmars,https://www.opentable.com/r/bareburger-long-island-city,1,False,1,1,4.0,5.0,4.0,5.0,4.0,Quiet,100.0,Astoria,Burgers,Casual Dining,Business Casual,,,Burgers,0,0,0,0,False,0,False,1/18/2020,554.0,0.0018050541516245,0.0,0.0,0.0,0.0,,0.0
Bierocracy,https://www.opentable.com/r/bierocracy-long-island-city,1,False,1,14,4.3,4.5,4.2,4.4,4.3,Moderate,88.0,Long Island City,"Beer Garden, American, European",Casual Dining,Casual Dress,,"Beer, Beer Garden, Cocktails, Full Bar, Wine",Beer Garden,0,0,0,0,False,0,False,7/29/2017,1457.0,0.0096087851750171,0.0,0.0,,,,0.0
Jackson's Eatery,https://www.opentable.com/r/jacksons-eatery-long-island-city,1,False,1,197,4.6,4.5,4.7,4.6,4.5,Moderate,88.0,Long Island City,"Contemporary American, Comfort Food, Southern",Casual Dining,Casual Dress,,"Bar/Lounge, Beer, Cocktails, Corkage Fee, Delivery, Entertainment, Full Bar, Gender Neutral Restroom, Happy Hour, Non-Smoking, Outdoor dining, Takeout, Weekend Brunch, Wheelchair Access, Wine",Contemporary American,0,0,0,0,False,0,False,1/14/2017,1653.0,0.1191772534785239,5.0,6.0,2.0,14.0,15.0,8.4
Red Lobster - Elmhurst,https://www.opentable.com/r/red-lobster-elmhurst,1,False,1,6,3.7,4.2,3.7,3.7,3.8,Moderate,25.0,Queens,"Seafood, American, Shellfish",Casual Dining,Casual Dress,,"Bar/Lounge, Beer, Cocktails, Full Bar, Gluten-free Menu, Non-Smoking, Takeout, Wheelchair Access, Wine",Seafood,0,0,0,0,False,0,False,2/3/2019,903.0,0.0066445182724252,0.0,0.0,0.0,0.0,0.0,0.0
Kurry Qulture,https://www.opentable.com/r/kurry-qulture-astoria,1,False,1,88,4.6,4.6,4.6,4.6,4.3,Quiet,94.0,Astoria,"Contemporary Indian, Vegetarian / Vegan, Tapas / Small Plates",Casual Elegant,Casual Dress,Binder Saini,"Bar/Lounge, Beer, Chef's Table, Cocktails, Counter Seating, Delivery, Full Bar, Gender Neutral Restroom, Gluten-free Menu, Happy Hour, Non-Smoking, Outdoor dining, Patio/Outdoor Dining, Private Room, Takeout, Weekend Brunch, Wheelchair Access, Wine",Contemporary Indian,0,0,0,0,False,0,False,10/27/2016,1732.0,0.0508083140877598,0.0,0.0,0.0,0.0,0.0,0.0
Nick's Bistro,https://www.opentable.com/r/nicks-bistro-forest-hills,1,False,1,300,4.7,4.7,4.5,4.5,4.5,Moderate,95.0,Forest Hills,"Greek, Mediterranean, Bistro",Casual Dining,Business Casual,,"Beer, Cocktails, Full Bar, Outdoor dining, Patio/Outdoor Dining, Takeout, Weekend Brunch, Wine",Greek,0,0,0,0,False,0,False,11/5/2016,1723.0,0.1741149158444573,17.0,7.0,10.0,14.0,20.0,13.6
The Dog and Duck,https://www.opentable.com/r/the-dog-and-duck-sunnyside,1,False,1,0,,,,,,,,Sunnyside,Gastro Pub,Casual Dining,Casual Dress,,"Bar Dining, Bar/Lounge, Beer, Cocktails, Full Bar, Happy Hour, Late Night, Non-Smoking, Takeout, Weekend Brunch, Wheelchair Access, Wine",Gastro Pub,0,0,0,0,False,0,False,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Via Trenta,https://www.opentable.com/r/via-trenta-osteria-and-wine-bar-astoria,1,False,1,178,4.7,4.8,4.8,4.7,4.4,Moderate,89.0,Astoria,"Italian, Contemporary Italian, Wine Bar",Casual Elegant,Smart Casual,Giovanni Pappas,"Beer, Cocktails, Corkage Fee, Delivery, Full Bar, Gluten-free Menu, Non-Smoking, Outdoor dining, Patio/Outdoor Dining, Private Room, Takeout, Weekend Brunch, Wheelchair Access, Wine",Italian,1,1,1,1,False,4,True,12/31/2017,1302.0,0.1367127496159754,10.0,3.0,1.0,2.0,5.0,4.2
Greenhouse Cafe,https://www.opentable.com/greenhouse-cafe,1,True,1,187,4.5,4.5,4.6,4.3,4.4,Moderate,100.0,Bay Ridge,"Continental, American, Italian",Casual Dining,Casual Dress,Robert Joseph,"Banquet, Bar/Lounge, Beer, Cafe, Cocktails, Corkage Fee, Delivery, Entertainment, Fireplace, Full Bar, Gluten-free Menu, Happy Hour, Late Night, Non-Smoking, Outdoor dining, Patio/Outdoor Dining, Private Room, Takeout, View, Weekend Brunch, Wheelchair Access, Wine",Continental,1,1,1,1,False,4,True,9/19/2015,2136.0,0.0875468164794007,8.0,,5.0,3.0,3.0,4.75
The Simpson Restaurant & Bar,https://www.opentable.com/r/the-simpson-restaurant-and-bar-brooklyn,1,False,2,60,4.5,4.6,4.5,4.7,4.4,Moderate,92.0,Fort Greene,"Caribbean, Soul food, Seafood",Casual Elegant,Smart Casual,"Chef Wenford ""Patrick"" Simpson","Bar/Lounge, Beer, Chef's Table, Cocktails, Delivery, Fireplace, Full Bar, Non-Smoking, Private Room, Takeout, Wheelchair Access, Wine",Caribbean,1,1,1,1,True,4,True,3/9/2021,138.0,0.4347826086956521,21.0,18.0,15.0,14.0,16.0,16.8
Palomas BK,https://www.opentable.com/r/palomas-bk-brooklyn,1,False,2,9,4.6,4.7,4.6,4.5,4.4,Moderate,100.0,Williamsburg,"Mexican, Seafood, Latin American",Casual Dining,Smart Casual,Fabiola Maldonado,"Beer, Cocktails, Delivery, Entertainment, Full Bar, Gender Neutral Restroom, Happy Hour, Non-Smoking, Takeout, Weekend Brunch, Wine",Mexican,1,1,1,1,True,4,True,3/27/2021,120.0,0.075,6.0,6.0,8.0,4.0,12.0,7.2
Atlas Steakhouse,https://www.opentable.com/atlas-steakhouse,1,True,3,483,4.7,4.8,4.8,4.7,4.7,Moderate,100.0,Ditmas Park,"Steakhouse, Mediterranean, Sushi",Casual Elegant,Smart Casual,,"Bar/Lounge, Beer, Cafe, Dancing, Entertainment, Full Bar, Happy Hour, Weekend Brunch, Wheelchair Access, Wine",Steakhouse,0,0,0,0,False,0,False,9/4/2015,2151.0,0.2245467224546722,8.0,,7.0,8.0,9.0,8.0
Zamaan - Bay Ridge,https://www.opentable.com/r/zamaan-bay-ridge-brooklyn,1,True,1,17,4.4,4.4,4.4,4.2,4.4,Quiet,75.0,Bay Ridge,"American, Contemporary American, Italian",Casual Dining,Smart Casual,,"Beer, Cocktails, Delivery, Full Bar, Happy Hour, Non-Smoking, Outdoor dining, Patio/Outdoor Dining, Takeout, Weekend Brunch, Wheelchair Access, Wine",American,1,1,1,1,False,4,True,2/12/2021,163.0,0.1042944785276073,3.0,6.0,2.0,3.0,2.0,3.2
La Tombola,https://www.opentable.com/r/la-tombola-brooklyn,1,False,1,39,4.1,3.9,4.0,4.5,3.9,Moderate,71.0,Coney Island,"Bar / Lounge / Bottle Service, Seafood, Italian",Casual Dining,Business Casual,,"Bar/Lounge, Beer, Cafe, Cocktails, Counter Seating, Full Bar, Patio/Outdoor Dining, Takeout, View, Wheelchair Access, Wine",Bar / Lounge / Bottle Service,1,1,1,1,True,4,True,5/14/2021,72.0,0.5416666666666666,4.0,8.0,3.0,6.0,8.0,5.8
Empanada Loca,https://www.opentable.com/r/empanada-loca-brooklyn,1,False,1,0,,,,,,,,Windsor Terrace,Latin American,Casual Dining,Casual Dress,,"Counter Seating, Delivery, Gender Neutral Restroom, Gluten-free Menu, Late Night, Non-Smoking, Outdoor dining, Patio/Outdoor Dining, Takeout, Weekend Brunch, Wheelchair Access",Latin American,1,1,1,1,True,4,True,5/29/2021,57.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
