name,url,is_member,promoted,price_tier,review_count,overall,food,service,ambience,value,noise,pct_recommended,neighborhood,cuisines,dining_style,dress_code,chef,tags,primary_cuisine,sanitizing,distancing,ppe,screening,newly_added,precautions
Papa's Kitchen,https://www.opentable.com/r/papas-kitchen-jackson-heights,1,FALSE,1,0,,,,,,Quiet,,Jackson Heights,Filipino,Casual Dining,Casual Dress,,,Filipino,0,0,0,0,FALSE,0
American Brass,https://www.opentable.com/r/american-brass-long-island-city,1,FALSE,3,115,4.6,4.6,4.5,4.6,4.1,Moderate,89,Long Island City,"Contemporary American, American, French American",Casual Dining,Smart Casual,Kevin McGinley ,"Bar/Lounge, Beer, Cocktails, Corkage Fee, Delivery, Full Bar, Happy Hour, Non-Smoking, Outdoor dining, Patio/Outdoor Dining, Private Room, Takeout, View, Weekend Brunch, Wheelchair Access, Wine",Contemporary American,1,1,1,1,FALSE,4
Fusion Kebab House,https://www.opentable.com/r/fusion-kebab-house-long-island-city,1,FALSE,1,0,,,,,,,,Long Island City,Indian,Casual Dining,Casual Dress,,"Late Night, Non-Smoking, Takeout, Wheelchair Access",Indian,0,0,0,0,FALSE,0
Mansion Supper Club,https://www.opentable.com/r/mansion-supper-club-astoria,1,FALSE,1,32,4.5,4.1,4.5,4.6,4.3,Moderate,91,Woodside,"Latin American, Tapas / Small Plates",Casual Dining,Smart Casual,,"Bar/Lounge, Beer, Cocktails, Dancing, Entertainment, Full Bar, Happy Hour, Late Night, Outdoor dining, Patio/Outdoor Dining, Private Room, Takeout, Weekend Brunch, Wheelchair Access, Wine",Latin American,1,1,1,1,FALSE,4
Rice K,https://www.opentable.com/r/rice-k-astoria,1,FALSE,1,0,,,,,,,,Astoria,"Asian, Chinese, Fusion / Eclectic",Casual Dining,Business Casual,Kyle Teng,,Asian,0,0,0,0,FALSE,0
Bareburger - Astoria,https://www.opentable.com/r/bareburger-astoria-3,1,FALSE,1,3,4,4.4,3.6,3.4,3,Quiet,,Astoria,"Burgers, American",Casual Dining,Formal Attire,,"Beer, Cocktails, Counter Seating, Delivery, Full Bar, Gender Neutral Restroom, Gluten-free Menu, Happy Hour, Non-Smoking, Outdoor dining, Patio/Outdoor Dining, Takeout, View, Weekend Brunch, Wine",Burgers,0,0,0,0,FALSE,0
Bareburger - Forest Hills,https://www.opentable.com/r/bareburger-forest-hills,1,FALSE,1,2,4.3,4.4,4.4,4,4.4,Moderate,100,Queens,"Burgers, American",Casual Dining,Business Casual,,Delivery,Burgers,0,0,0,0,FALSE,0
Patrizia's of Maspeth,https://www.opentable.com/r/patrizias-of-maspeth,1,FALSE,2,39,4.7,4.9,5,4.6,4.8,Moderate,100,Queens,Italian,Casual Dining,Business Casual,,"Beer, Cocktails, Full Bar, Late Night, Non-Smoking, Takeout, Wheelchair Access, Wine",Italian,0,0,0,0,FALSE,0
Bourbon Street,https://www.opentable.com/bourbon-street-bayside,1,FALSE,1,432,4.1,4.1,4.2,3.9,4.2,Moderate,91,Bayside,"Cajun, American, Seafood",Casual Dining,Casual Dress,Chef Frank Lynch,"Banquet, Bar/Lounge, Beer, Cafe, Cigar Room, Cocktails, Dancing, Delivery, Entertainment, Fireplace, Full Bar, Gender Neutral Restroom, Happy Hour, Late Night, Outdoor dining, Outdoor Smoking Area, Patio/Outdoor Dining, Private Room, Takeout, View, Weekend Brunch, Wheelchair Access, Wine",Cajun,0,0,0,0,FALSE,0
Luzzo's LIC Napoletana Pizza & Wine Bar,https://www.opentable.com/r/luzzos-lic-napoletana-pizza-and-wine-bar-long-island-city,1,FALSE,1,11,4.6,4.6,4.5,4.5,4.4,Quiet,86,Long Island City,"Pizza Bar, Pizzeria, Italian",Casual Dining,Casual Dress,,,Pizza Bar,0,0,0,0,FALSE,0
Boteko NYC,https://www.opentable.com/r/boteko-nyc-astoria,1,FALSE,1,2,3.3,3.3,2.7,3.3,2,Moderate,50,Astoria,Tapas / Small Plates,Casual Dining,Business Casual,,,Tapas / Small Plates,0,0,0,0,FALSE,0
Mojo Restaurant,https://www.opentable.com/r/mojo-restaurant-forest-hills,1,FALSE,2,224,4.6,4.6,4.6,4.6,4.5,Moderate,98,Forest Hills,"Latin American, Tapas / Small Plates, Latin / Spanish",Casual Dining,Casual Dress,Emmanuel Piqueras,"Banquet, Bar/Lounge, Beer, Cocktails, Corkage Fee, Delivery, Entertainment, Full Bar, Gender Neutral Restroom, Gluten-free Menu, Happy Hour, Late Night, Non-Smoking, Outdoor dining, Private Room, Takeout, Weekend Brunch, Wheelchair Access, Wine",Latin American,0,0,1,1,FALSE,2
Mamá Pio,https://www.opentable.com/r/mama-pio-maspeth,1,FALSE,1,2,4.5,5,5,4.5,5,Moderate,,Queens,"Peruvian, South American",Casual Dining,Business Casual,Katherine Aceituno,"Counter Seating, Dancing, Delivery, Entertainment, Gluten-free Menu, Takeout, Weekend Brunch",Peruvian,0,0,0,0,FALSE,0
Arcadia Bar & Kitchen,https://www.opentable.com/r/arcadia-bar-and-kitchen-astora,1,FALSE,2,8,4.6,4.8,4.9,4.9,4.9,Quiet,100,Astoria,American,Casual Dining,Casual Dress,,"Bar/Lounge, Beer, Cocktails, Delivery, Entertainment, Full Bar, Happy Hour, Late Night, Non-Smoking, Outdoor dining, Patio/Outdoor Dining, Takeout, Weekend Brunch, Wheelchair Access, Wine",American,1,1,1,1,FALSE,4
Hangar Astoria,https://www.opentable.com/r/hangar-astoria,1,FALSE,2,3,4.2,4.4,3.9,4.4,4.1,Energetic,60,Astoria,"Tapas / Small Plates, Contemporary American, Bar / Lounge / Bottle Service",Casual Dining,Casual Dress,,"Bar/Lounge, Beer, Cocktails, Entertainment, Full Bar, Happy Hour, Late Night, Weekend Brunch, Wine",Tapas / Small Plates,0,0,0,0,FALSE,0
Bamboo Ya,https://www.opentable.com/r/bamboo-ya-forest-hills,1,FALSE,2,8,4.6,4.5,4.6,4.4,4.4,Quiet,100,Forest Hills,"Sushi, Japanese Speciality, Asian",Casual Dining,Casual Dress,,"Bar Dining, Bar/Lounge, Beer, Cocktails, Counter Seating, Full Bar, Gluten-free Menu, Happy Hour, Non-Smoking, Wine",Sushi,0,0,0,0,FALSE,0
Brothers Taverna,https://www.opentable.com/r/brothers-taverna-astoria,1,FALSE,1,4,4.4,4.4,4.4,4.1,4.2,Moderate,67,Astoria,"Mediterranean, Greek",Casual Dining,Casual Dress,,"Bar/Lounge, Beer, Cafe, Cocktails, Dancing, Delivery, Entertainment, Full Bar, Gluten-free Menu, Happy Hour, Outdoor Smoking Area, Private Room, Takeout, Weekend Brunch, Wheelchair Access, Wine",Mediterranean,0,0,0,0,FALSE,0
Skinny's Cantina - LIC,https://www.opentable.com/r/skinnys-cantina-lic-long-island-city,1,FALSE,1,49,4.3,4.3,4.3,4.3,4.2,Moderate,82,Long Island City,Contemporary Mexican,Casual Dining,Resort Casual,,"Beer, Cocktails, Delivery, Entertainment, Full Bar, Gender Neutral Restroom, Gluten-free Menu, Happy Hour, Non-Smoking, Outdoor dining, Patio/Outdoor Dining, Takeout, View, Weekend Brunch, Wheelchair Access, Wine",Contemporary Mexican,0,0,0,0,FALSE,0
Rimtin Mediterranean Restaurant,https://www.opentable.com/r/rimtin-mediterranean-restaurant-forest-hills,1,FALSE,1,26,4.3,4.4,4.3,4.2,4.2,Moderate,93,Forest Hills,"Mediterranean, Turkish, Greek",Casual Dining,Casual Dress,,"Beer, BYO Liquor, Non-Smoking, Wheelchair Access, Wine",Mediterranean,0,0,0,0,FALSE,0
Levante,https://www.opentable.com/r/levante-long-island-city,1,FALSE,1,151,4.7,4.7,4.4,4.6,4.4,Moderate,82,Long Island City,"Italian, Pizzeria, Cocktail Bar",Casual Elegant,Casual Dress,Marco Incerti,"Bar/Lounge, Beer, Cocktails, Corkage Fee, Counter Seating, Delivery, Full Bar, Gender Neutral Restroom, Gluten-free Menu, Happy Hour, Non-Smoking, Outdoor dining, Patio/Outdoor Dining, Private Room, Takeout, Weekend Brunch, Wheelchair Access, Wine",Italian,1,0,1,1,FALSE,3
Tikka Indian Grill - Astoria,https://www.opentable.com/r/tikka-indian-grill-astoria,1,FALSE,2,1,4.7,4.7,4.7,4.3,4.5,Quiet,100,Kew Gardens,Indian,Casual Dining,Casual Dress,,"BYO Liquor, BYO Wine",Indian,0,0,0,0,FALSE,0
Tikka Indian Grill-Kew Gardens,https://www.opentable.com/r/tikka-indian-grill-kew-gardens,1,FALSE,2,7,4.8,4.9,4.8,4.4,4.7,Moderate,100,Kew Gardens,Indian,Casual Dining,Casual Dress,,"BYO Liquor, BYO Wine",Indian,0,0,0,0,FALSE,0
El Mero Mero,https://www.opentable.com/r/el-mero-mero-astoria,1,FALSE,1,18,4.7,4.7,4.6,4.4,4.6,Moderate,95,Long Island City,Mexican,Casual Dining,Casual Dress,,"Beer, Cocktails, Delivery, Full Bar, Non-Smoking, Takeout, Wheelchair Access, Wine",Mexican,0,0,0,0,FALSE,0
Bean's & Lager,https://www.opentable.com/r/beans-and-lager-astoria,1,FALSE,1,22,4.4,4.4,4.5,4.5,4.6,Moderate,87,Astoria,"Comfort Food, American, Mediterranean",Casual Dining,Casual Dress,,"Bar/Lounge, Beer, Cafe, Cocktails, Counter Seating, Dancing, Delivery, Entertainment, Full Bar, Gluten-free Menu, Happy Hour, Non-Smoking, Outdoor dining, Takeout, View, Weekend Brunch, Wheelchair Access, Wine",Comfort Food,0,0,0,0,FALSE,0
Awang Kitchen,https://www.opentable.com/r/awang-kitchen-elmhurst,1,FALSE,1,11,4.7,4.7,4.6,4.2,4.7,Moderate,100,Queens,"Indonesian, Asian, Sushi",Casual Dining,Smart Casual,,"BYO Wine, Corkage Fee, Delivery, Non-Smoking, Takeout, Wheelchair Access",Indonesian,0,0,0,0,FALSE,0
A Churrasqueira Restaurant & Bar,https://www.opentable.com/r/a-churrasqueira-restaurant-and-bar-jamaica,1,FALSE,1,0,,,,,,,,Kew Gardens,Portuguese,Casual Dining,Business Casual,,"Beer, Cocktails, Delivery, Entertainment, Full Bar, Happy Hour, Outdoor Smoking Area, Takeout, Wheelchair Access, Wine",Portuguese,0,0,0,0,FALSE,0
The Trestle,https://www.opentable.com/r/the-trestle-astoria,1,FALSE,1,5,4.6,4,4.6,4.6,4.1,Moderate,100,Astoria,"Contemporary American, American, Comfort Food",Casual Dining,Casual Dress,,"Bar Dining, Bar/Lounge, Beer, Cocktails, Farm to Table, Gluten-free Menu, High Tea, Late Night, Outdoor dining, Patio/Outdoor Dining, Takeout, Weekend Brunch, Wine",Contemporary American,0,0,0,0,FALSE,0
"Gyu-Kaku - Flushing, NY",https://www.opentable.com/r/gyu-kaku-flushing,1,FALSE,1,518,4.9,4.9,4.9,4.8,4.7,Moderate,94,Flushing,"Japanese, Barbecue",Casual Dining,Business Casual,,"Beer, Cocktails, Full Bar, Gluten-free Menu, Non-Smoking",Japanese,0,0,0,0,FALSE,0
Bareburger,https://www.opentable.com/r/bareburger-long-island-city-2,1,FALSE,1,1,4.8,4.8,4.8,4.6,4.4,Quiet,,Long Island City,"Burgers, American",Casual Dining,Business Casual,,"Beer, Cocktails, Delivery, Entertainment, Gender Neutral Restroom, Gluten-free Menu, Happy Hour, Late Night, Non-Smoking, Outdoor dining, Takeout, Weekend Brunch, Wheelchair Access, Wine",Burgers,0,0,0,0,FALSE,0
Tantra Lounge,https://www.opentable.com/r/tantra-lounge-astoria,1,FALSE,2,4,4.7,4.3,4.8,4.8,4.2,Energetic,100,Astoria,"Contemporary Latin, Asian, Mexican",Casual Dining,Smart Casual,Gonzalo Colin,"Banquet, Bar/Lounge, Beer, Cocktails, Delivery, Entertainment, Full Bar, Gluten-free Menu, Happy Hour, Late Night, Non-Smoking, Private Room, Takeout, Wheelchair Access, Wine",Contemporary Latin,1,1,1,1,FALSE,4
Lunera Modern Mexican,https://www.opentable.com/r/lunera-modern-mexican-astoria,1,FALSE,1,7,4.1,4.2,3.8,4.1,3.8,Moderate,100,Astoria,"Mexican, Contemporary Mexican, Latin / Spanish",Casual Dining,Casual Dress,Jorge Ignacio Sanchez,"Bar Dining, Bar/Lounge, Beer, Beer Garden, Cafe, Cocktails, Dancing, Full Bar, Happy Hour, Late Night, Outdoor dining, Weekend Brunch, Wine",Mexican,0,0,0,0,FALSE,0
Kalamaki GR,https://www.opentable.com/r/kalamaki-gr-flushing,1,FALSE,1,16,4.4,4.4,4.4,4.1,4.4,Moderate,88,Flushing,"Greek, Grill, Mediterranean",Casual Dining,Casual Dress,,Gluten-free Menu,Greek,0,0,0,0,FALSE,0
Bareburger - Ditmars,https://www.opentable.com/r/bareburger-long-island-city,1,FALSE,1,1,4,5,4,5,4,Quiet,100,Astoria,Burgers,Casual Dining,Business Casual,,,Burgers,0,0,0,0,FALSE,0
Bierocracy,https://www.opentable.com/r/bierocracy-long-island-city,1,FALSE,1,14,4.3,4.5,4.2,4.4,4.3,Moderate,88,Long Island City,"Beer Garden, American, European",Casual Dining,Casual Dress,,"Beer, Beer Garden, Cocktails, Full Bar, Wine",Beer Garden,0,0,0,0,FALSE,0
Jackson's Eatery,https://www.opentable.com/r/jacksons-eatery-long-island-city,1,FALSE,1,197,4.6,4.5,4.7,4.6,4.5,Moderate,88,Long Island City,"Contemporary American, Comfort Food, Southern",Casual Dining,Casual Dress,,"Bar/Lounge, Beer, Cocktails, Corkage Fee, Delivery, Entertainment, Full Bar, Gender Neutral Restroom, Happy Hour, Non-Smoking, Outdoor dining, Takeout, Weekend Brunch, Wheelchair Access, Wine",Contemporary American,0,0,0,0,FALSE,0
Red Lobster - Elmhurst,https://www.opentable.com/r/red-lobster-elmhurst,1,FALSE,1,6,3.7,4.2,3.7,3.7,3.8,Moderate,25,Queens,"Seafood, American, Shellfish",Casual Dining,Casual Dress,,"Bar/Lounge, Beer, Cocktails, Full Bar, Gluten-free Menu, Non-Smoking, Takeout, Wheelchair Access, Wine",Seafood,0,0,0,0,FALSE,0
Kurry Qulture,https://www.opentable.com/r/kurry-qulture-astoria,1,FALSE,1,88,4.6,4.6,4.6,4.6,4.3,Quiet,94,Astoria,"Contemporary Indian, Vegetarian / Vegan, Tapas / Small Plates",Casual Elegant,Casual Dress,Binder Saini,"Bar/Lounge, Beer, Chef's Table, Cocktails, Counter Seating, Delivery, Full Bar, Gender Neutral Restroom, Gluten-free Menu, Happy Hour, Non-Smoking, Outdoor dining, Patio/Outdoor Dining, Private Room, Takeout, Weekend Brunch, Wheelchair Access, Wine",Contemporary Indian,0,0,0,0,FALSE,0
Nick's Bistro,https://www.opentable.com/r/nicks-bistro-forest-hills,1,FALSE,1,300,4.7,4.7,4.5,4.5,4.5,Moderate,95,Forest Hills,"Greek, Mediterranean, Bistro",Casual Dining,Business Casual,,"Beer, Cocktails, Full Bar, Outdoor dining, Patio/Outdoor Dining, Takeout, Weekend Brunch, Wine",Greek,0,0,0,0,FALSE,0
The Dog and Duck,https://www.opentable.com/r/the-dog-and-duck-sunnyside,1,FALSE,1,0,,,,,,,,Sunnyside,Gastro Pub,Casual Dining,Casual Dress,,"Bar Dining, Bar/Lounge, Beer, Cocktails, Full Bar, Happy Hour, Late Night, Non-Smoking, Takeout, Weekend Brunch, Wheelchair Access, Wine",Gastro Pub,0,0,0,0,FALSE,0
Via Trenta,https://www.opentable.com/r/via-trenta-osteria-and-wine-bar-astoria,1,FALSE,1,178,4.7,4.8,4.8,4.7,4.4,Moderate,89,Astoria,"Italian, Contemporary Italian, Wine Bar",Casual Elegant,Smart Casual,Giovanni Pappas,"Beer, Cocktails, Corkage Fee, Delivery, Full Bar, Gluten-free Menu, Non-Smoking, Outdoor dining, Patio/Outdoor Dining, Private Room, Takeout, Weekend Brunch, Wheelchair Access, Wine",Italian,1,1,1,1,FALSE,4
Greenhouse Cafe,https://www.opentable.com/greenhouse-cafe,1,TRUE,1,187,4.5,4.5,4.6,4.3,4.4,Moderate,100,Bay Ridge,"Continental, American, Italian",Casual Dining,Casual Dress,Robert Joseph,"Banquet, Bar/Lounge, Beer, Cafe, Cocktails, Corkage Fee, Delivery, Entertainment, Fireplace, Full Bar, Gluten-free Menu, Happy Hour, Late Night, Non-Smoking, Outdoor dining, Patio/Outdoor Dining, Private Room, Takeout, View, Weekend Brunch, Wheelchair Access, Wine",Continental,1,1,1,1,FALSE,4
The Simpson Restaurant & Bar,https://www.opentable.com/r/the-simpson-restaurant-and-bar-brooklyn,1,FALSE,2,60,4.5,4.6,4.5,4.7,4.4,Moderate,92,Fort Greene,"Caribbean, Soul food, Seafood",Casual Elegant,Smart Casual,"Chef Wenford ""Patrick"" Simpson","Bar/Lounge, Beer, Chef's Table, Cocktails, Delivery, Fireplace, Full Bar, Non-Smoking, Private Room, Takeout, Wheelchair Access, Wine",Caribbean,1,1,1,1,TRUE,4
Palomas BK,https://www.opentable.com/r/palomas-bk-brooklyn,1,FALSE,2,9,4.6,4.7,4.6,4.5,4.4,Moderate,100,Williamsburg,"Mexican, Seafood, Latin American",Casual Dining,Smart Casual,Fabiola Maldonado,"Beer, Cocktails, Delivery, Entertainment, Full Bar, Gender Neutral Restroom, Happy Hour, Non-Smoking, Takeout, Weekend Brunch, Wine",Mexican,1,1,1,1,TRUE,4
Atlas Steakhouse,https://www.opentable.com/atlas-steakhouse,1,TRUE,3,483,4.7,4.8,4.8,4.7,4.7,Moderate,100,Ditmas Park,"Steakhouse, Mediterranean, Sushi",Casual Elegant,Smart Casual,,"Bar/Lounge, Beer, Cafe, Dancing, Entertainment, Full Bar, Happy Hour, Weekend Brunch, Wheelchair Access, Wine",Steakhouse,0,0,0,0,FALSE,0
Zamaan - Bay Ridge,https://www.opentable.com/r/zamaan-bay-ridge-brooklyn,1,TRUE,1,17,4.4,4.4,4.4,4.2,4.4,Quiet,75,Bay Ridge,"American, Contemporary American, Italian",Casual Dining,Smart Casual,,"Beer, Cocktails, Delivery, Full Bar, Happy Hour, Non-Smoking, Outdoor dining, Patio/Outdoor Dining, Takeout, Weekend Brunch, Wheelchair Access, Wine",American,1,1,1,1,FALSE,4
La Tombola,https://www.opentable.com/r/la-tombola-brooklyn,1,FALSE,1,39,4.1,3.9,4,4.5,3.9,Moderate,71,Coney Island,"Bar / Lounge / Bottle Service, Seafood, Italian",Casual Dining,Business Casual,,"Bar/Lounge, Beer, Cafe, Cocktails, Counter Seating, Full Bar, Patio/Outdoor Dining, Takeout, View, Wheelchair Access, Wine",Bar / Lounge / Bottle Service,1,1,1,1,TRUE,4
Empanada Loca,https://www.opentable.com/r/empanada-loca-brooklyn,1,FALSE,1,0,,,,,,,,Windsor Terrace,Latin American,Casual Dining,Casual Dress,,"Counter Seating, Delivery, Gender Neutral Restroom, Gluten-free Menu, Late Night, Non-Smoking, Outdoor dining, Patio/Outdoor Dining, Takeout, Weekend Brunch, Wheelchair Access",Latin American,1,1,1,1,TRUE,4
The Rusty Face,https://www.opentable.com/r/the-rusty-face-brooklyn,1,FALSE,2,9,4.6,4.6,4.6,4.5,4.2,Moderate,100,Williamsburg,"Mediterranean, Tapas / Small Plates, Seafood",Casual Dining,Casual Dress,,"Bar/Lounge, Beer, Cocktails, Full Bar, Happy Hour, Non-Smoking, Outdoor dining, Patio/Outdoor Dining, Takeout, Weekend Brunch, Wheelchair Access, Wine",Mediterranean,1,1,1,1,TRUE,4
The Grotto Authentic Caribbean Cuisine,https://www.opentable.com/r/the-grotto-authentic-caribbean-cuisine-brooklyn,1,FALSE,1,0,,,,,,,,Bedford-Stuyvesant,Caribbean,Casual Dining,Business Casual,,,Caribbean,0,0,0,0,TRUE,0
Champs Diner,https://www.opentable.com/r/champs-diner-brooklyn,1,FALSE,1,13,4.8,4.8,4.8,4.8,4.7,Moderate,93,Williamsburg,Vegan,Casual Dining,Casual Dress,,"Delivery, Gender Neutral Restroom, Non-Smoking, Takeout, Weekend Brunch, Wheelchair Access",Vegan,1,1,1,1,TRUE,4
Ponte Vecchio,https://www.opentable.com/r/ponte-vecchio-brooklyn,1,FALSE,2,0,,,,,,,,Bay Ridge,"Italian, Seafood, Meat",Casual Dining,Business Casual,,"Bar/Lounge, Beer, Cocktails, Full Bar, Gluten-free Menu, Late Night, Non-Smoking, Outdoor dining, Patio/Outdoor Dining, Private Room, Takeout, Wheelchair Access, Wine",Italian,1,1,1,1,TRUE,4
ECB,https://www.opentable.com/r/ecb-ridgewood,1,FALSE,1,0,,,,,,,,Bushwick,"Pizzeria, Italian, Burgers",Casual Dining,Casual Dress,,"Bar/Lounge, Beer, Cocktails, Counter Seating, Delivery, Full Bar, Gender Neutral Restroom, Gluten-free Menu, Outdoor dining, Patio/Outdoor Dining, Private Room, Takeout, Wine",Pizzeria,1,0,1,1,TRUE,3
That Bar,https://www.opentable.com/r/that-bar-brooklyn,1,FALSE,1,0,,,,,,,,Park Slope,"Gastro Pub, American, Contemporary American",Casual Dining,Casual Dress,,"Bar/Lounge, Beer, Cocktails, Counter Seating, Entertainment, Full Bar, Gender Neutral Restroom, Happy Hour, Non-Smoking, Outdoor dining, Private Room, Takeout, Weekend Brunch, Wheelchair Access, Wine",Gastro Pub,1,1,1,1,TRUE,4
Atithi Indian cuisine,https://www.opentable.com/r/atithi-indian-cuisine-brooklyn,1,FALSE,1,0,,,,,,,,Williamsburg,Indian,Casual Dining,Casual Dress,,"Delivery, Non-Smoking, Takeout, Wheelchair Access",Indian,1,1,1,1,TRUE,4
Patrick Steakhouse,https://www.opentable.com/r/patrick-steakhouse-brooklyn,1,FALSE,1,0,,,,,,,,Crown Heights,Steakhouse,Casual Dining,Casual Dress,Walter Hinds,"Bar/Lounge, Beer, Cocktails, Corkage Fee, Full Bar, Gender Neutral Restroom, Happy Hour, Non-Smoking, Patio/Outdoor Dining, Weekend Brunch, Wine",Steakhouse,1,0,0,1,TRUE,2
Belli Osteria - Brooklyn,https://www.opentable.com/r/belli-osteria-brooklyn,1,FALSE,1,55,4.6,4.6,4.3,4.5,4.7,Moderate,86,Clinton Hill,"Italian, Burgers, Bar / Lounge / Bottle Service",Casual Dining,Casual Dress,,"Bar/Lounge, Beer, Cocktails, Corkage Fee, Delivery, Full Bar, Gluten-free Menu, Happy Hour, Outdoor dining, Takeout, Weekend Brunch, Wheelchair Access, Wine",Italian,1,1,1,1,FALSE,4
Piccoli Trattoria,https://www.opentable.com/r/piccoli-trattoria-brooklyn,1,FALSE,1,104,4.7,4.7,4.6,4.4,4.6,Moderate,95,Park Slope,"Italian, Comfort Food",Casual Dining,Casual Dress,,"Beer, Corkage Fee, Delivery, Gender Neutral Restroom, Gluten-free Menu, Outdoor dining, Takeout, Weekend Brunch, Wheelchair Access, Wine",Italian,1,1,1,1,FALSE,4
BAKAR,https://www.opentable.com/r/bakar-brooklyn-2,1,FALSE,2,2,5,4.4,5,4.7,4.3,Quiet,100,Midwood,"Kosher, Steakhouse, American",Casual Dining,Smart Casual,,"Banquet, Beer, Delivery, Gender Neutral Restroom, Kosher, Outdoor dining, Outdoor Smoking Area, Patio/Outdoor Dining, Private Room, Takeout, Wheelchair Access, Wine",Kosher,1,1,1,1,FALSE,4
SAVANNAH CAFE,https://www.opentable.com/r/savannah-cafe-brooklyn,1,FALSE,2,22,4.3,4.4,3.9,4.2,4.1,Moderate,88,Crown Heights,Caribbean,Casual Dining,Smart Casual,,"Bar/Lounge, Beer, Cocktails, Happy Hour, Non-Smoking, Outdoor dining, Patio/Outdoor Dining, Takeout, Weekend Brunch, Wheelchair Access, Wine",Caribbean,1,0,1,1,FALSE,3
Pulia Restaurant,https://www.opentable.com/r/pulia-restaurant-brooklyn,1,FALSE,2,1,2.3,2.3,2.3,3,2.3,Energetic,,Gowanus,Italian,Casual Dining,Casual Dress,Antonello Ghessa,"Beer, Cocktails, Delivery, Full Bar, Gender Neutral Restroom, Gluten-free Menu, Happy Hour, Non-Smoking, Outdoor dining, Patio/Outdoor Dining, Private Room, Takeout, Weekend Brunch, Wheelchair Access, Wine",Italian,1,1,1,1,FALSE,4
Shelter Pizza,https://www.opentable.com/shelter-pizza,1,FALSE,2,189,4.5,4.4,4.2,4.6,4.2,Moderate,100,Williamsburg,"Pizza Bar, Pizzeria, American",Casual Dining,Casual Dress,,"Bar/Lounge, Beer, Cocktails, Delivery, Fireplace, Full Bar, Gluten-free Menu, Happy Hour, Late Night, Non-Smoking, Outdoor dining, Takeout, Weekend Brunch, Wheelchair Access, Wine",Pizza Bar,1,1,1,1,FALSE,4
Charm Bar Restaurant,https://www.opentable.com/r/charm-bar-restaurant-brooklyn,1,FALSE,1,145,4.5,4.4,4.3,4.5,4.3,Moderate,90,Park Slope,"Caribbean, American",Casual Dining,Casual Dress,,"Beer, Cocktails, Full Bar, Gender Neutral Restroom, Non-Smoking, Outdoor dining, Takeout, Wheelchair Access, Wine",Caribbean,1,1,1,1,FALSE,4
MidiCi Neapolitan Pizza - Brooklyn,https://www.opentable.com/r/midici-neapolitan-pizza-brooklyn,1,FALSE,1,5,4.6,4.5,4.6,4.4,4.5,Moderate,67,Williamsburg,"Italian, Pizzeria, Wine Bar",Casual Dining,Casual Dress,,"Bar/Lounge, Beer, BYO Wine, Cocktails, Corkage Fee, Delivery, Full Bar, Gluten-free Menu, Happy Hour, Non-Smoking, Outdoor dining, Patio/Outdoor Dining, Takeout, Weekend Brunch, Wheelchair Access, Wine",Italian,1,1,1,1,FALSE,4
Polygon BK (Latin Pizza and Latin Cuisine),https://www.opentable.com/r/polygon-bk-latin-pizza-and-latin-cuisine-brooklyn,1,FALSE,1,81,4.6,4.5,4.6,4.7,4.4,Moderate,100,Williamsburg,Latin / Spanish,Casual Dining,Casual Dress,,"Beer, Cocktails, Full Bar, Non-Smoking, Outdoor dining, Patio/Outdoor Dining, Wine",Latin / Spanish,1,1,1,1,FALSE,4
Sea Wolf Waterfront,https://www.opentable.com/r/sea-wolf-waterfront-brooklyn,1,FALSE,2,92,4.1,4,4.1,4.5,3.8,Moderate,73,Williamsburg,"Seafood, Oyster Bar, Comfort Food",Casual Dining,Casual Dress,,"Beer, Cocktails, Corkage Fee, Full Bar, Gender Neutral Restroom, Happy Hour, Outdoor dining, Patio/Outdoor Dining, Weekend Brunch, Wheelchair Access, Wine",Seafood,1,1,1,1,FALSE,4
Gold Room,https://www.opentable.com/r/gold-room-brooklyn,1,FALSE,2,29,4,3.9,3.9,4,3.8,Moderate,85,Prospect Lefferts Gardens,"Caribbean, Comfort Food, American",Casual Dining,Smart Casual,,"Bar/Lounge, Beer, Cocktails, Entertainment, Full Bar, Non-Smoking, Outdoor dining, Weekend Brunch, Wheelchair Access, Wine",Caribbean,1,1,1,1,FALSE,4
Savelli Restaurant and Bar,https://www.opentable.com/r/savelli-restaurant-and-bar-brooklyn,1,FALSE,2,59,4.7,4.7,4.5,4.6,4.6,Moderate,100,Cobble Hill,"Italian, Contemporary Italian",Casual Dining,Smart Casual,,"Banquet, Bar/Lounge, Beer, Cafe, Cocktails, Corkage Fee, Counter Seating, Delivery, Entertainment, Fireplace, Full Bar, Gender Neutral Restroom, Gluten-free Menu, Happy Hour, High Tea, Late Night, Non-Smoking, Outdoor dining, Patio/Outdoor Dining, Private Room, Takeout, Wheelchair Access, Wine",Italian,1,1,1,1,FALSE,4
Brooklyn Winery,https://www.opentable.com/r/brooklyn-winery-brooklyn,1,FALSE,2,137,4.8,4.6,4.7,4.8,4.6,Quiet,100,Williamsburg,"Winery, Wine Bar, American",Casual Dining,Casual Dress,Michael Gordon,"Beer, Delivery, Happy Hour, Outdoor dining, Patio/Outdoor Dining, Takeout, Wheelchair Access, Wine",Winery,0,0,0,0,FALSE,0
